"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"Indus (Up to border) Basin","Beas","2023-07-20","2023","07","5.1183991641","IMD GRID MODEL"
"Indus (Up to border) Basin","Beas","2023-07-22","2023","07","26.4300321054","IMD GRID MODEL"
"Indus (Up to border) Basin","Beas","2023-07-23","2023","07","20.2677968833","IMD GRID MODEL"
"Indus (Up to border) Basin","Beas","2023-07-21","2023","07","15.0739312417","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-01","2023","07","1.1231922564","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-02","2023","07","0.0535370251","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-04","2023","07","4.4811121335","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-03","2023","07","1.2253635801","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-05","2023","07","7.637913463","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-06","2023","07","2.85358842","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-07","2023","07","3.0058368441","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-10","2023","07","16.8674793085","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-08","2023","07","24.1272661027","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-09","2023","07","57.2457206305","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-12","2023","07","0.5189332841","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-11","2023","07","0.7667707362","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-13","2023","07","0.5010064378","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-14","2023","07","0.5118451193","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-16","2023","07","16.1926007859","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-17","2023","07","8.0731589634","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-15","2023","07","5.2418877331","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-18","2023","07","7.7246191119","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-19","2023","07","41.9795763963","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-20","2023","07","16.2744359438","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-22","2023","07","10.2485079443","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-23","2023","07","12.3089305296","IMD GRID MODEL"
"Indus (Up to border) Basin","Chenab","2023-07-21","2023","07","5.2985901756","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-01","2023","07","6.2753907589","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-02","2023","07","3.2799600277","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-04","2023","07","2.1132613783","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-03","2023","07","0.112660755","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-05","2023","07","4.3007268028","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-06","2023","07","12.6980114018","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-07","2023","07","6.1508574883","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-08","2023","07","8.2813641028","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-10","2023","07","56.923359865","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-09","2023","07","66.4823125819","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-12","2023","07","3.5822104532","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-11","2023","07","42.1407939285","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-13","2023","07","9.6312760969","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-14","2023","07","2.3763751624","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-16","2023","07","4.1411164945","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-17","2023","07","5.6167162253","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-15","2023","07","5.1561245433","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-18","2023","07","4.7311951367","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-19","2023","07","1.8186576521","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-20","2023","07","6.3637996485","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-22","2023","07","14.6508743797","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-23","2023","07","5.6970034629","IMD GRID MODEL"
"Indus (Up to border) Basin","Ghaghar and others","2023-07-21","2023","07","0.5085433134","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-01","2023","07","0.0725476328","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-02","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-04","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-03","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-05","2023","07","6.8307721566","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-06","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-07","2023","07","8.2477965911","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-10","2023","07","1.7045227134","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-08","2023","07","23.5842697685","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-09","2023","07","14.8137808111","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-12","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-11","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-13","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-14","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-16","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-17","2023","07","2.4660426404","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-15","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-18","2023","07","0.0560949263","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-19","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-20","2023","07","3.6690018475","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-22","2023","07","11.0289721446","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-23","2023","07","10.312245362","IMD GRID MODEL"
"Indus (Up to border) Basin","Gilgit","2023-07-21","2023","07","18.5511274163","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-01","2023","07","0.0057465698","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-02","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-04","2023","07","1.7041282679","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-03","2023","07","0.0106980055","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-05","2023","07","5.0865687319","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-06","2023","07","0.1245865342","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-07","2023","07","3.7704747571","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-10","2023","07","1.0011191341","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-08","2023","07","25.0172985808","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-09","2023","07","6.3544618852","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-12","2023","07","0.0019044293","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-11","2023","07","0.2246232214","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-13","2023","07","0.127896021","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-14","2023","07","0.0001280901","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-16","2023","07","2.8330577307","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-17","2023","07","9.7609313382","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-15","2023","07","1.5661876345","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-18","2023","07","0.0324045108","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-19","2023","07","3.7181336681","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-20","2023","07","13.3940330333","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-22","2023","07","8.3680325961","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-23","2023","07","10.4469862151","IMD GRID MODEL"
"Indus (Up to border) Basin","Jhelum","2023-07-21","2023","07","4.248516372","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-01","2023","07","0.0029983724","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-02","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-04","2023","07","0.0538761414","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-03","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-05","2023","07","3.7044353254","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-06","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-07","2023","07","2.5927150404","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-10","2023","07","1.8424396549","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-08","2023","07","9.7356161223","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-09","2023","07","11.4606266024","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-12","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-11","2023","07","0.0006523404","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-13","2023","07","0.0215675757","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-14","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-16","2023","07","0.0055462292","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-17","2023","07","2.5852187402","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-15","2023","07","0.0003261702","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-18","2023","07","0.0024827904","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-19","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-20","2023","07","5.157330897","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-22","2023","07","8.3263059804","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-23","2023","07","7.5289546139","IMD GRID MODEL"
"Indus (Up to border) Basin","Lower Indus","2023-07-21","2023","07","6.0165128491","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-01","2023","07","0.5419399017","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-02","2023","07","0.0172912863","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-04","2023","07","5.2597277412","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-03","2023","07","2.1921498034","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-05","2023","07","26.5450320734","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-06","2023","07","22.0006388133","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-07","2023","07","11.2740684424","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-08","2023","07","6.0305253934","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-10","2023","07","44.5672136416","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-09","2023","07","104.6203576385","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-12","2023","07","0.7058245011","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-11","2023","07","2.2881925809","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-13","2023","07","1.2512131301","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-14","2023","07","2.9373439067","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-16","2023","07","24.9093654364","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-17","2023","07","11.3165498039","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-15","2023","07","6.2583922156","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-18","2023","07","18.7523736105","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-19","2023","07","22.0672772331","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-20","2023","07","6.4147393325","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-22","2023","07","21.0422452648","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-23","2023","07","29.0760468347","IMD GRID MODEL"
"Indus (Up to border) Basin","Ravi","2023-07-21","2023","07","10.0913167708","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-01","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-02","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-04","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-03","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-05","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-06","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-07","2023","07","0.4003875357","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-10","2023","07","6.4110612695","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-08","2023","07","0.1490008316","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-09","2023","07","14.720989005","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-12","2023","07","0.0416448562","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-11","2023","07","0.1602884189","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-13","2023","07","0.0654646407","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-14","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-16","2023","07","0.0999538943","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-17","2023","07","0.4878606354","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-15","2023","07","0.0048503017","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-18","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-19","2023","07","0.0007333556","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-20","2023","07","0.848117932","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-22","2023","07","3.3911442127","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-23","2023","07","2.4088509207","IMD GRID MODEL"
"Indus (Up to border) Basin","Shyok","2023-07-21","2023","07","1.6232183149","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-01","2023","07","3.2929924747","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-02","2023","07","1.357519385","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-04","2023","07","4.4224548997","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-03","2023","07","0.2968929199","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-05","2023","07","9.3523467504","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-06","2023","07","24.9262721516","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-07","2023","07","11.4474154025","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-08","2023","07","4.2037115701","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-10","2023","07","27.1833849225","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-09","2023","07","64.2039489959","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-12","2023","07","0.2940261339","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-11","2023","07","9.9381527649","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-13","2023","07","3.2695849842","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-14","2023","07","2.8272053532","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-16","2023","07","3.4937455653","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-17","2023","07","7.0447770802","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-15","2023","07","3.2403497733","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-18","2023","07","1.654029849","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-19","2023","07","3.2549789097","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-20","2023","07","3.0489298362","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-22","2023","07","10.1502011653","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-23","2023","07","11.865341417","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Lower","2023-07-21","2023","07","2.0188349272","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-01","2023","07","1.6189081835","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-02","2023","07","0.9282411564","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-04","2023","07","2.7442818393","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-03","2023","07","0.3166705611","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-05","2023","07","0.689178578","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-06","2023","07","4.4186939607","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-07","2023","07","4.609571993","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-08","2023","07","2.885686009","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-10","2023","07","38.0305701322","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-09","2023","07","45.4975585429","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-12","2023","07","3.699726129","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-11","2023","07","24.3095962056","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-13","2023","07","7.2259574536","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-14","2023","07","2.1037218113","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-16","2023","07","15.214652303","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-17","2023","07","3.6472008515","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-15","2023","07","4.7717372403","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-18","2023","07","1.9506487691","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-19","2023","07","6.419046546","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-20","2023","07","6.2603190378","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-22","2023","07","15.983912171","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-23","2023","07","5.123093895","IMD GRID MODEL"
"Indus (Up to border) Basin","Sutlaj Upper","2023-07-21","2023","07","3.3285084964","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-01","2023","07","0.0075824149","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-02","2023","07","0.021240493","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-04","2023","07","0.0587778823","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-03","2023","07","NA","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-05","2023","07","0.2160635094","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-06","2023","07","0.3035463238","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-07","2023","07","0.3853881601","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-10","2023","07","8.6458697051","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-08","2023","07","2.026534993","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-09","2023","07","20.8712270994","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-12","2023","07","0.3829341929","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-11","2023","07","1.5986244137","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-13","2023","07","0.6227866884","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-14","2023","07","0.0033377554","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-16","2023","07","2.1920855795","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-17","2023","07","1.2586707965","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-15","2023","07","0.1935074295","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-18","2023","07","0.032391643","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-19","2023","07","0.2408293757","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-20","2023","07","1.4793781263","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-22","2023","07","4.1556113793","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-23","2023","07","3.3391336087","IMD GRID MODEL"
"Indus (Up to border) Basin","Upper Indus","2023-07-21","2023","07","2.4142597915","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-02","2023","07","0.7514540622","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-03","2023","07","14.8551051218","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-04","2023","07","3.5939541732","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-05","2023","07","21.6087530315","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-06","2023","07","5.7013720659","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-07","2023","07","0.2662100598","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-08","2023","07","1.7512108889","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-09","2023","07","2.1983347311","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-10","2023","07","0.1126490229","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-11","2023","07","0.10676209","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-13","2023","07","3.0845921469","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-12","2023","07","4.252926196","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-14","2023","07","2.7006204146","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-15","2023","07","2.8269116012","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-16","2023","07","4.8589233587","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-17","2023","07","7.5088545664","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-20","2023","07","23.5171451229","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-18","2023","07","11.5134706044","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-19","2023","07","28.6101367406","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-21","2023","07","38.0443409475","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-22","2023","07","25.7653697739","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-23","2023","07","0.4068411925","IMD GRID MODEL"
"Krishna Basin","Bhima Lower","2023-07-01","2023","07","0.0096103","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-02","2023","07","2.4541100035","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-03","2023","07","7.6298784489","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-04","2023","07","10.6170400818","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-05","2023","07","0.9958835569","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-06","2023","07","17.1252213141","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-07","2023","07","1.0135136076","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-08","2023","07","3.049538082","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-09","2023","07","1.8287531074","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-10","2023","07","0.6985767416","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-11","2023","07","0.3702623622","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-13","2023","07","0.8170450776","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-12","2023","07","1.210805845","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-14","2023","07","1.6662377053","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-15","2023","07","3.3374731266","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-16","2023","07","2.6497412147","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-17","2023","07","3.6997309748","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-20","2023","07","6.5395526238","IMD GRID MODEL"
