"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"Krishna Basin","Bhima Upper","2023-07-18","2023","07","4.4037883358","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-19","2023","07","19.1672019415","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-21","2023","07","5.8486278077","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-22","2023","07","7.7580713676","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-23","2023","07","3.0058353494","IMD GRID MODEL"
"Krishna Basin","Bhima Upper","2023-07-01","2023","07","5.8054983874","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-02","2023","07","0.968155407","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-03","2023","07","1.271319993","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-04","2023","07","5.0493065949","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-05","2023","07","20.3178020532","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-06","2023","07","6.3532177241","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-07","2023","07","4.2126361822","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-08","2023","07","2.9115241412","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-09","2023","07","3.9271441477","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-10","2023","07","11.4961580986","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-11","2023","07","10.9742274458","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-13","2023","07","16.9947346704","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-12","2023","07","6.2005701775","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-14","2023","07","3.933376681","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-15","2023","07","4.3172347961","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-16","2023","07","9.6033832698","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-17","2023","07","1.6982707303","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-20","2023","07","28.8719914472","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-18","2023","07","15.8399093024","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-19","2023","07","21.1928388197","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-21","2023","07","34.2412871232","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-22","2023","07","8.8179662749","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-23","2023","07","6.8617133802","IMD GRID MODEL"
"Krishna Basin","Krishna Lower","2023-07-01","2023","07","0.0024757103","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-02","2023","07","1.2198306421","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-03","2023","07","8.4317962931","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-04","2023","07","0.5576582137","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-05","2023","07","16.2347999909","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-06","2023","07","2.4817664415","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-07","2023","07","1.6567777827","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-08","2023","07","2.8523914449","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-09","2023","07","2.2747506173","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-10","2023","07","0.6337428445","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-11","2023","07","0.8737229718","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-13","2023","07","0.7453733655","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-12","2023","07","1.2865043981","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-14","2023","07","1.9895211319","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-15","2023","07","3.3631207436","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-16","2023","07","5.4361015867","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-17","2023","07","1.9294099146","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-20","2023","07","9.1615849117","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-18","2023","07","7.934897019","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-19","2023","07","11.9415939981","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-21","2023","07","40.4669136386","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-22","2023","07","15.3289492434","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-23","2023","07","0.6129275171","IMD GRID MODEL"
"Krishna Basin","Krishna Middle","2023-07-01","2023","07","NA","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-02","2023","07","3.4286440769","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-03","2023","07","4.8500072899","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-04","2023","07","5.5332684261","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-05","2023","07","2.2023128173","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-06","2023","07","3.053731658","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-07","2023","07","3.3308067692","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-08","2023","07","5.6048161183","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-09","2023","07","4.5383154721","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-10","2023","07","1.1876049144","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-11","2023","07","0.5482037102","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-13","2023","07","0.96491274","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-12","2023","07","0.354873669","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-14","2023","07","2.8617163843","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-15","2023","07","1.4997218727","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-16","2023","07","4.0589877943","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-17","2023","07","4.1030551255","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-20","2023","07","12.3536375543","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-18","2023","07","5.8088376863","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-19","2023","07","16.3423765406","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-21","2023","07","17.4087265061","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-22","2023","07","12.4169728488","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-23","2023","07","12.734284371","IMD GRID MODEL"
"Krishna Basin","Krishna Upper","2023-07-01","2023","07","2.8539042667","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-02","2023","07","2.565134145","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-03","2023","07","3.1303924577","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-04","2023","07","4.8108769915","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-05","2023","07","8.4775911363","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-06","2023","07","1.7968499719","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-07","2023","07","1.9365839528","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-08","2023","07","2.1487303194","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-09","2023","07","1.9216964083","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-10","2023","07","1.6169300257","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-11","2023","07","0.5835300248","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-13","2023","07","3.2409424544","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-12","2023","07","1.2782274481","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-15","2023","07","1.0188327301","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-14","2023","07","1.7931451378","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-16","2023","07","3.8657337318","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-17","2023","07","0.8799549988","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-20","2023","07","3.6089337145","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-18","2023","07","2.9995396229","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-19","2023","07","4.2106982093","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-21","2023","07","11.7495283472","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-22","2023","07","5.3513740589","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-23","2023","07","3.609805161","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Lower","2023-07-01","2023","07","0.2098881108","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-02","2023","07","4.5014797656","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-03","2023","07","8.6579079199","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-04","2023","07","12.0165019111","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-05","2023","07","9.534561039","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-06","2023","07","10.9261508352","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-07","2023","07","12.2916779929","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-08","2023","07","8.4087299408","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-09","2023","07","4.8973943138","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-10","2023","07","3.5209183394","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-11","2023","07","0.5472185539","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-13","2023","07","4.9024423645","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-12","2023","07","2.2229073803","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-14","2023","07","5.3009501709","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-15","2023","07","2.5536134865","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-16","2023","07","6.1995657411","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-17","2023","07","2.5218628818","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-20","2023","07","16.282627898","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-18","2023","07","8.3335784525","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-19","2023","07","13.3135574808","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-21","2023","07","16.3904279017","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-22","2023","07","18.1870577448","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-23","2023","07","26.2762674385","IMD GRID MODEL"
"Krishna Basin","Tungabhadra Upper","2023-07-01","2023","07","2.4244940662","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-01","2023","07","2.0744606697","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-02","2023","07","1.3874483585","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-03","2023","07","0.1474593059","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-04","2023","07","0.9980709807","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-05","2023","07","4.0695888087","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-06","2023","07","9.1405403394","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-07","2023","07","15.9208578191","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-08","2023","07","11.7212001681","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-09","2023","07","2.0303234073","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-10","2023","07","2.5452954859","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-11","2023","07","16.8886471405","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-12","2023","07","5.9552332069","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-13","2023","07","3.5307693506","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-14","2023","07","4.7499258981","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-15","2023","07","12.4694128467","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-16","2023","07","26.7391128878","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-17","2023","07","31.1431654456","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-18","2023","07","26.6720162521","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-19","2023","07","9.2931595117","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-20","2023","07","8.5948138332","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-21","2023","07","17.1732910211","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-22","2023","07","11.4701613366","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Lower","2023-07-23","2023","07","11.7274227799","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-01","2023","07","1.3715020378","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-02","2023","07","0.3057606599","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-03","2023","07","0.520836505","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-04","2023","07","2.9020242484","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-05","2023","07","7.5742139997","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-06","2023","07","8.9320542491","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-07","2023","07","30.715003288","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-08","2023","07","11.3099165672","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-09","2023","07","12.2421941823","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-10","2023","07","1.4829474966","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-11","2023","07","8.2917327958","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-12","2023","07","2.0281474542","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-13","2023","07","1.4082525399","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-14","2023","07","1.5776638857","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-15","2023","07","4.7696873952","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-16","2023","07","23.1651677034","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-17","2023","07","23.3605542948","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-18","2023","07","11.1651953715","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-19","2023","07","4.5062414156","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-20","2023","07","3.9945936835","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-21","2023","07","6.4176627029","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-22","2023","07","12.2236617174","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Middle","2023-07-23","2023","07","13.7431410253","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-01","2023","07","0.0393731151","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-02","2023","07","0.0525057011","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-03","2023","07","0.8551915481","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-04","2023","07","1.5715579604","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-05","2023","07","8.4750297234","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-06","2023","07","15.6324408714","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-07","2023","07","24.958105877","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-08","2023","07","12.1715706567","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-09","2023","07","13.3522973131","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-10","2023","07","1.2709932356","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-11","2023","07","11.1444977855","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-12","2023","07","4.6001541548","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-13","2023","07","0.4849500722","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-14","2023","07","0.1249442658","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-15","2023","07","3.5178655953","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-16","2023","07","24.0784764231","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-17","2023","07","31.6035032078","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-18","2023","07","18.8460259468","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-19","2023","07","7.268078138","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-20","2023","07","8.054344568","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-21","2023","07","10.0824775827","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-22","2023","07","21.317795515","IMD GRID MODEL"
"Mahanadi Basin","Mahanadi Upper","2023-07-23","2023","07","19.1634756661","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-01","2023","07","5.7109879778","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-02","2023","07","22.7895786728","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-03","2023","07","0.3780071003","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-04","2023","07","0.0784648451","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-05","2023","07","0.5599779269","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-06","2023","07","33.8137416072","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-07","2023","07","5.7099878194","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-08","2023","07","5.7482490413","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-09","2023","07","13.5095191324","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-10","2023","07","22.4070183583","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-11","2023","07","39.3808302062","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-12","2023","07","4.0356503702","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-13","2023","07","5.3041440377","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-14","2023","07","1.7638354692","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-15","2023","07","3.3091602664","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-16","2023","07","18.7279090171","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-17","2023","07","10.9058034541","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-18","2023","07","2.5924094757","IMD GRID MODEL"
"Mahi Basin","Mahi Lower","2023-07-19","2023","07","16.6943151089","IMD GRID MODEL"
